DATE,INDCPIALLMINMEI
1960-01-01,1.67898427363723
1960-02-01,1.67898427363723
1960-03-01,1.66441608038253
1960-04-01,1.67898427363723
1960-05-01,1.68991041857826
1960-06-01,1.70447861187121
1960-07-01,1.73361499838062
1960-08-01,1.73361499838062
1960-09-01,1.71904680512592
1960-10-01,1.71904680512592
1960-11-01,1.70447861187121
1960-12-01,1.70447861187121
1961-01-01,1.68991041857826
1961-02-01,1.68991041857826
1961-03-01,1.70447861187121
1961-04-01,1.70447861187121
1961-05-01,1.70447861187121
1961-06-01,1.71904680512592
1961-07-01,1.74818319163532
1961-08-01,1.7591093366146
1961-09-01,1.7591093366146
1961-10-01,1.7591093366146
1961-11-01,1.7591093366146
1961-12-01,1.7591093366146
1962-01-01,1.74818319163532
1962-02-01,1.74818319163532
1962-03-01,1.74818319163532
1962-04-01,1.7591093366146
1962-05-01,1.7736775298693
1962-06-01,1.788245723124
1962-07-01,1.81374006131973
1962-08-01,1.82830825461269
1962-09-01,1.82830825461269
1962-10-01,1.84287644786739
1962-11-01,1.82830825461269
1962-12-01,1.80281391637871
1963-01-01,1.788245723124
1963-02-01,1.7736775298693
1963-03-01,1.788245723124
1963-04-01,1.80281391637871
1963-05-01,1.81374006131973
1963-06-01,1.84287644786739
1963-07-01,1.85744464112209
1963-08-01,1.87201283437679
1963-09-01,1.88293897935607
1963-10-01,1.89750717261077
1963-11-01,1.89750717261077
1963-12-01,1.92664355912018
1964-01-01,1.92664355912018
1964-02-01,1.95213789735416
1964-03-01,1.96670609060886
1964-04-01,1.98127428386356
1964-05-01,2.02133681535225
1964-06-01,2.06139934680268
1964-07-01,2.11967211985974
1964-08-01,2.14516645809372
1964-09-01,2.1852289895824
1964-10-01,2.24350176260121
1964-11-01,2.24350176260121
1964-12-01,2.25442790758049
1965-01-01,2.26899610083519
1965-02-01,2.22893356934651
1965-03-01,2.1852289895824
1965-04-01,2.19979718283711
1965-05-01,2.21436537609181
1965-06-01,2.24350176260121
1965-07-01,2.30905863232388
1965-08-01,2.33819501883328
1965-09-01,2.36733140534268
1965-10-01,2.36733140534268
1965-11-01,2.37825755032196
1965-12-01,2.37825755032196
1966-01-01,2.37825755032196
1966-02-01,2.39282574357667
1966-03-01,2.39282574357667
1966-04-01,2.40739393683137
1966-05-01,2.48751899977048
1966-06-01,2.54579177282754
1966-07-01,2.58585430431623
1966-08-01,2.61134864251195
1966-09-01,2.62591683580491
1966-10-01,2.64048502905961
1966-11-01,2.66962141556901
1966-12-01,2.7096839470577
1967-01-01,2.7096839470577
1967-02-01,2.7242521403124
1967-03-01,2.74974647854638
1967-04-01,2.77888286505579
1967-05-01,2.83351358979917
1967-06-01,2.90271250779726
1967-07-01,2.92820684603124
1967-08-01,2.95734323254064
1967-09-01,2.94277503928594
1967-10-01,2.98283757073637
1967-11-01,2.97191142579535
1967-12-01,2.94277503928594
1968-01-01,3.02654215053873
1968-02-01,2.98283757073637
1968-03-01,2.92820684603124
1968-04-01,2.94277503928594
1968-05-01,2.91728070105196
1968-06-01,2.94277503928594
1968-07-01,2.92820684603124
1968-08-01,2.99376371571565
1968-09-01,3.01197395728403
1968-10-01,3.02654215053873
1968-11-01,2.96098528085432
1968-12-01,2.87721816960153
1969-01-01,2.8590079279949
1969-02-01,2.8444397347402
1969-03-01,2.8590079279949
1969-04-01,2.87721816960153
1969-05-01,2.90999660442461
1969-06-01,2.99376371571565
1969-07-01,3.01197395728403
1969-08-01,3.01197395728403
1969-09-01,3.01197395728403
1969-10-01,2.99376371571565
1969-11-01,2.9791955224227
1969-12-01,2.9791955224227
1970-01-01,2.9791955224227
1970-02-01,2.9791955224227
1970-03-01,3.01197395728403
1970-04-01,3.04475239210711
1970-05-01,3.07753082696844
1970-06-01,3.11395131014345
1970-07-01,3.12851950339815
1970-08-01,3.14672974496653
1970-09-01,3.16129793822123
1970-10-01,3.17950817982786
1970-11-01,3.17950817982786
1970-12-01,3.12851950339815
1971-01-01,3.09574106853682
1971-02-01,3.09574106853682
1971-03-01,3.09574106853682
1971-04-01,3.09574106853682
1971-05-01,3.09574106853682
1971-06-01,3.14672974496653
1971-07-01,3.19771842139624
1971-08-01,3.26327529108065
1971-09-01,3.29605372594198
1971-10-01,3.29605372594198
1971-11-01,3.31426396751036
1971-12-01,3.28148553264903
1972-01-01,3.26327529108065
1972-02-01,3.24506504951227
1972-03-01,3.26327529108065
1972-04-01,3.28148553264903
1972-05-01,3.29605372594198
1972-06-01,3.37982083719477
1972-07-01,3.44901975519286
1972-08-01,3.48179819005419
1972-09-01,3.50000843162257
1972-10-01,3.51457662487727
1972-11-01,3.53278686644565
1972-12-01,3.53278686644565
1973-01-01,3.53278686644565
1973-02-01,3.58377554287536
1973-03-01,3.63476421930507
1973-04-01,3.71853133055786
1973-05-01,3.83507687667198
1973-06-01,3.91884398796302
1973-07-01,4.0863782104686
1973-08-01,4.15557712850494
1973-09-01,4.17378737007332
1973-10-01,4.27212267458081
1973-11-01,4.35588978587185
1973-12-01,4.37410002744023
1974-01-01,4.43965689712464
1974-02-01,4.49064557355435
1974-03-01,4.62540136123685
1974-04-01,4.76015714891935
1974-05-01,4.94590161303156
1974-06-01,5.06244715914568
1974-07-01,5.23362343000319
1974-08-01,5.40115765254702
1974-09-01,5.61968055148231
1974-10-01,5.63424874477526
1974-11-01,5.5686918750526
1974-12-01,5.48492476379981
1975-01-01,5.48492476379981
1975-02-01,5.46671452223143
1975-03-01,5.40115765254702
1975-04-01,5.4339360873701
1975-05-01,5.49949295705451
1975-06-01,5.51770319866114
1975-07-01,5.45214632897673
1975-08-01,5.40115765254702
1975-09-01,5.36837921768569
1975-10-01,5.31739054125598
1975-11-01,5.2991802996876
1975-12-01,5.14621427043672
1976-01-01,5.01510053102965
1976-02-01,4.88034474334715
1976-03-01,4.81114582534906
1976-04-01,4.86213450177877
1976-05-01,4.88034474334715
1976-06-01,4.8949129366401
1976-07-01,4.99689028946127
1976-08-01,5.01510053102965
1976-09-01,5.08065740075231
1976-10-01,5.11343583557539
1976-11-01,5.14621427043672
1976-12-01,5.14621427043672
1977-01-01,5.1644245120051
1977-02-01,5.21541318843481
1977-03-01,5.24819162325789
1977-04-01,5.26640186486452
1977-05-01,5.35016897611731
1977-06-01,5.38294741094039
1977-07-01,5.46671452223143
1977-08-01,5.49949295705451
1977-09-01,5.5686918750526
1977-10-01,5.55048163348422
1977-11-01,5.55048163348422
1977-12-01,5.55048163348422
1978-01-01,5.46671452223143
1978-02-01,5.38294741094039
1978-03-01,5.40115765254702
1978-04-01,5.41572584580172
1978-05-01,5.4339360873701
1978-06-01,5.49949295705451
1978-07-01,5.55048163348422
1978-08-01,5.5686918750526
1978-09-01,5.65245898634364
1978-10-01,5.72165790434173
1978-11-01,5.72165790434173
1978-12-01,5.63424874477526
1979-01-01,5.58690211665923
1979-02-01,5.53591344022952
1979-03-01,5.58690211665923
1979-04-01,5.67066922791202
1979-05-01,5.70344766277335
1979-06-01,5.80542501559452
1979-07-01,5.94018080331527
1979-08-01,6.05672634939114
1979-09-01,6.10771502582085
1979-10-01,6.14049346068218
1979-11-01,6.19148213711189
1979-12-01,6.29345948993306
1980-01-01,6.24247081350335
1980-02-01,6.20605033036659
1980-03-01,6.27524924836468
1980-04-01,6.30802768318776
1980-05-01,6.42821527761556
1980-06-01,6.49377214733822
1980-07-01,6.62852793502072
1980-08-01,6.67951661145043
1980-09-01,6.76328372270322
1980-10-01,6.82884059238763
1980-11-01,6.91260770364042
1980-12-01,6.86526107556264
1981-01-01,6.91260770364042
1981-02-01,7.03279529806822
1981-03-01,7.06557373292955
1981-04-01,7.18211927904367
1981-05-01,7.28409663186484
1981-06-01,7.38607398472426
1981-07-01,7.52082977240676
1981-08-01,7.63737531852088
1981-09-01,7.67015375338221
1981-10-01,7.7393526713803
1981-11-01,7.77213110620338
1981-12-01,7.7393526713803
1982-01-01,7.72114242977367
1982-02-01,7.70657423651897
1982-03-01,7.68836399495059
1982-04-01,7.72114242977367
1982-05-01,7.77213110620338
1982-06-01,7.90688689388588
1982-07-01,8.04164268160663
1982-08-01,8.20917690411221
1982-09-01,8.22738714571884
1982-10-01,8.26016558054192
1982-11-01,8.34393269183296
1982-12-01,8.36214293340134
1983-01-01,8.32572245022633
1983-02-01,8.41313160983105
1983-03-01,8.44591004465413
1983-04-01,8.54788739751355
1983-05-01,8.76641029644884
1983-06-01,8.966722953854
1983-07-01,9.1014787415365
1983-08-01,9.236234529219
1983-09-01,9.32000164047179
1983-10-01,9.38555851019445
1983-11-01,9.43654718658591
1983-12-01,9.40376875176283
1984-01-01,9.47296766976092
1984-02-01,9.43654718658591
1984-03-01,9.38555851019445
1984-04-01,9.40376875176283
1984-05-01,9.45475742819254
1984-06-01,9.65507008555945
1984-07-01,9.84081454967166
1984-08-01,9.85902479124004
1984-09-01,9.91001346766975
1984-10-01,9.96100214409946
1984-11-01,10.0083487722155
1984-12-01,9.89180322610137
1985-01-01,9.89180322610137
1985-02-01,9.84081454967166
1985-03-01,9.85902479124004
1985-04-01,9.99378057892254
1985-05-01,10.0921158834683
1985-06-01,10.1940932363277
1985-07-01,10.3470592655786
1985-08-01,10.3980479420083
1985-09-01,10.412616135263
1985-10-01,10.5145934881224
1985-11-01,10.5983605993752
1985-12-01,10.5983605993752
1986-01-01,10.5801503578068
1986-02-01,10.6493492758049
1986-03-01,10.7331163870577
1986-04-01,10.8168834983487
1986-05-01,10.9516392860312
1986-06-01,11.0681848321454
1986-07-01,11.2393611030029
1986-08-01,11.3049179726873
1986-09-01,11.3741168906854
1986-10-01,11.5234408716226
1986-11-01,11.6399864177367
1986-12-01,11.5744295480523
1987-01-01,11.5744295480523
1987-02-01,11.5416511132292
1987-03-01,11.5416511132292
1987-04-01,11.625418224482
1987-05-01,11.8257308818489
1987-06-01,12.0296855875295
1987-07-01,12.1790095685049
1987-08-01,12.3829642741855
1987-09-01,12.532288255161
1987-10-01,12.6160553664138
1987-11-01,12.6998224776666
1987-12-01,12.6524758495888
1988-01-01,12.6670440428435
1988-02-01,12.6014871731591
1988-03-01,12.6670440428435
1988-04-01,12.8345782653873
1988-05-01,12.9693340530698
1988-06-01,13.155078517182
1988-07-01,13.3736014161173
1988-08-01,13.4573685274084
1988-09-01,13.5593458802295
1988-10-01,13.8470676972011
1988-11-01,13.92998427022
1988-12-01,13.7641511241823
1989-01-01,13.6812345511253
1989-02-01,13.6812345511253
1989-03-01,13.7641511241823
1989-04-01,13.8470676972011
1989-05-01,14.012900843277
1989-06-01,14.0958174162958
1989-07-01,14.2616505623717
1989-08-01,14.4274837084476
1989-09-01,14.5933168545234
1989-10-01,14.5933168545234
1989-11-01,14.5933168545234
1989-12-01,14.5104002815046
1990-01-01,14.4274837084476
1990-02-01,14.5104002815046
1990-03-01,14.6762334275805
1990-04-01,14.9249831466752
1990-05-01,15.090816292751
1990-06-01,15.339566011884
1990-07-01,15.6712323040357
1990-08-01,15.7541488770545
1990-09-01,15.8370654500733
1990-10-01,16.1687317422251
1990-11-01,16.417481461358
1990-12-01,16.5003980343768
1991-01-01,16.7491477535097
1991-02-01,16.7491477535097
1991-03-01,16.6662311804527
1991-04-01,16.7491477535097
1991-05-01,16.9149808995856
1991-06-01,17.3295637647561
1991-07-01,17.7441466299649
1991-08-01,17.9928963490596
1991-09-01,18.3245626412113
1991-10-01,18.4903957872872
1991-11-01,18.6562289333631
1991-12-01,18.6562289333631
1992-01-01,18.9049786524578
1992-02-01,18.9878952255148
1992-03-01,18.9878952255148
1992-04-01,19.1537283715907
1992-05-01,19.4024780906854
1992-06-01,19.5683112367612
1992-07-01,20.0658106749888
1992-08-01,20.0658106749888
1992-09-01,20.1487272480077
1992-10-01,20.2316438210647
1992-11-01,20.2316438210647
1992-12-01,20.1487272480077
1993-01-01,19.9828941019318
1993-02-01,19.9828941019318
1993-03-01,20.1487272480077
1993-04-01,20.3145603940835
1993-05-01,20.3974769671406
1993-06-01,20.7291432592923
1993-07-01,20.977892978387
1993-08-01,21.2266426975199
1993-09-01,21.4753924166146
1993-10-01,21.7241421357475
1993-11-01,21.9728918548422
1993-12-01,21.8899752817851
1994-01-01,21.8070587087663
1994-02-01,21.9728918548422
1994-03-01,22.1387250009181
1994-04-01,22.3045581469939
1994-05-01,22.5533078660886
1994-06-01,22.9678907312974
1994-07-01,23.2995570234492
1994-08-01,23.5483067425438
1994-09-01,23.8799730346956
1994-10-01,23.9628896077144
1994-11-01,24.1287227537902
1994-12-01,23.9628896077144
1995-01-01,23.9628896077144
1995-02-01,24.1287227537902
1995-03-01,24.2945558998661
1995-04-01,24.460389045942
1995-05-01,24.8749719111508
1995-06-01,25.3724713493784
1995-07-01,25.9528873606248
1995-08-01,26.1187205067007
1995-09-01,26.2845536527765
1995-10-01,26.4503867988524
1995-11-01,26.6162199449283
1995-12-01,26.2845536527765
1996-01-01,26.1187205067007
1996-02-01,26.2016370797195
1996-03-01,26.4503867988524
1996-04-01,26.864969664023
1996-05-01,27.1966359561747
1996-06-01,27.6112188213835
1996-07-01,28.1087182595728
1996-08-01,28.4403845517246
1996-09-01,28.5233011247816
1996-10-01,28.6891342708575
1996-11-01,28.9378839899522
1996-12-01,29.0208005630092
1997-01-01,29.0208005630092
1997-02-01,29.0208005630092
1997-03-01,29.103717136028
1997-04-01,29.352466855161
1997-05-01,29.1866337090851
1997-06-01,29.4353834281798
1997-07-01,29.6841331473127
1997-08-01,29.7670497203315
1997-09-01,29.9328828664074
1997-10-01,30.2645491585591
1997-11-01,30.3474657315779
1997-12-01,30.8449651698055
1998-01-01,31.8399640462608
1998-02-01,31.6741309001849
1998-03-01,31.508297754109
1998-04-01,31.7570474732037
1998-05-01,32.2545469114313
1998-06-01,33.0837126418106
1998-07-01,34.0787115182659
1998-08-01,34.2445446643417
1998-09-01,34.8249606755881
1998-10-01,35.9028761250622
1998-11-01,36.317458990271
1998-12-01,35.5712098329487
1999-01-01,34.8249606755881
1999-02-01,34.4103778104176
1999-03-01,34.3274612373605
1999-04-01,34.4103778104176
1999-05-01,34.7420441025693
1999-06-01,34.8249606755881
1999-07-01,35.1566269677399
1999-08-01,35.3224601138157
1999-09-01,35.5712098329487
1999-10-01,36.2345424172139
1999-11-01,36.317458990271
1999-12-01,35.7370429789863
2000-01-01,35.7370429789863
2000-02-01,35.6541264059675
2000-03-01,35.9857926981192
2000-04-01,36.317458990271
2000-05-01,36.4832921363468
2000-06-01,36.6491252824227
2000-07-01,36.8978750015174
2000-08-01,36.7320418554415
2000-09-01,36.8149584284986
2000-10-01,37.2295412936691
2000-11-01,37.3124578667262
2000-12-01,36.9807915745744
2001-01-01,36.8978750015174
2001-02-01,36.7320418554415
2001-03-01,36.8978750015174
2001-04-01,37.1466247206503
2001-05-01,37.395374439745
2001-06-01,37.8928738779726
2001-07-01,38.3903733162002
2001-08-01,38.6391230352949
2001-09-01,38.5562064622761
2001-10-01,38.8049561813707
2001-11-01,39.1366224735225
2001-12-01,38.8878727544278
2002-01-01,38.7220396083519
2002-02-01,38.6391230352949
2002-03-01,38.8049561813707
2002-04-01,38.8878727544278
2002-05-01,39.1366224735225
2002-06-01,39.4682887656742
2002-07-01,39.8828716308448
2002-08-01,40.1316213499777
2002-09-01,40.2145379229965
2002-10-01,40.3803710690724
2002-11-01,40.5462042151482
2002-12-01,40.1316213499777
2003-01-01,40.0487047769206
2003-02-01,40.1316213499777
2003-03-01,40.3803710690724
2003-04-01,40.8778705073
2003-05-01,40.960787080357
2003-06-01,41.2095367994517
2003-07-01,41.5412030916034
2003-08-01,41.3753699455276
2003-09-01,41.3753699455276
2003-10-01,41.7070362376793
2003-11-01,41.7899528106981
2003-12-01,41.6241196646223
2004-01-01,41.7899528106981
2004-02-01,41.7899528106981
2004-03-01,41.7899528106981
2004-04-01,41.7899528106981
2004-05-01,42.1216191028499
2004-06-01,42.4532853950016
2004-07-01,42.8678682602104
2004-08-01,43.2824511253809
2004-09-01,43.365367698438
2004-10-01,43.6141174175327
2004-11-01,43.5312008445139
2004-12-01,43.1995345523621
2005-01-01,43.6141174175327
2005-02-01,43.5312008445139
2005-03-01,43.5312008445139
2005-04-01,43.8628671366274
2005-05-01,43.6970339905515
2005-06-01,43.8628671366274
2005-07-01,44.6091162939879
2005-08-01,44.7749494400638
2005-09-01,44.9407825861396
2005-10-01,45.4382820243672
2005-11-01,45.8528648895378
2005-12-01,45.6041151704048
2006-01-01,45.521198597386
2006-02-01,45.521198597386
2006-03-01,45.521198597386
2006-04-01,45.9037296780363
2006-05-01,46.2862607586866
2006-06-01,47.0513229199872
2006-07-01,47.4338540006376
2006-08-01,47.4338540006376
2006-09-01,47.8163850812879
2006-10-01,48.5814472425885
2006-11-01,48.5814472425885
2006-12-01,48.5814472425885
2007-01-01,48.5814472425885
2007-02-01,48.9639783232388
2007-03-01,48.5814472425885
2007-04-01,48.9639783232388
2007-05-01,49.3465094038891
2007-06-01,49.7290404845394
2007-07-01,50.49410264584
2007-08-01,50.8766337264903
2007-09-01,50.8766337264903
2007-10-01,51.2591648071406
2007-11-01,51.2591648071406
2007-12-01,51.2591648071406
2008-01-01,51.2591648071406
2008-02-01,51.6416958877909
2008-03-01,52.4067580490915
2008-04-01,52.7892891297418
2008-05-01,53.1718202103921
2008-06-01,53.5543512910424
2008-07-01,54.7019445329933
2008-08-01,55.4670066942939
2008-09-01,55.8495377749442
2008-10-01,56.6145999362448
2008-11-01,56.6145999362448
2008-12-01,56.2320688555945
2009-01-01,56.6145999362448
2009-02-01,56.6145999362448
2009-03-01,56.6145999362448
2009-04-01,57.3796620975454
2009-05-01,57.7621931781957
2009-06-01,58.5272553394963
2009-07-01,61.2049729040484
2009-08-01,61.9700350653491
2009-09-01,62.3525661459994
2009-10-01,63.1176283073
2009-11-01,64.2652215492509
2009-12-01,64.6477526299012
2010-01-01,65.7953458718521
2010-02-01,65.0302837105515
2010-03-01,65.0302837105515
2010-04-01,65.0302837105515
2010-05-01,65.7953458718521
2010-06-01,66.5604080331527
2010-07-01,68.0905323557539
2010-08-01,68.0905323557539
2010-09-01,68.4730634364042
2010-10-01,69.2381255977048
2010-11-01,69.6206566783551
2010-12-01,70.768249920306
2011-01-01,71.9158431622569
2011-02-01,70.768249920306
2011-03-01,70.768249920306
2011-04-01,71.1507810009563
2011-05-01,71.5333120816066
2011-06-01,72.2983742429072
2011-07-01,73.8284985655084
2011-08-01,74.2110296461587
2011-09-01,75.3586228881097
2011-10-01,75.74115396876
2011-11-01,76.1236850494102
2011-12-01,75.3586228881097
2012-01-01,75.74115396876
2012-02-01,76.1236850494102
2012-03-01,76.8887472107109
2012-04-01,78.4188715333121
2012-05-01,78.8014026139624
2012-06-01,79.566464775263
2012-07-01,81.0965890978642
2012-08-01,81.8616512591648
2012-09-01,82.2441823398151
2012-10-01,83.0092445011157
2012-11-01,83.391775581766
2012-12-01,83.7743066624163
2013-01-01,84.5393688237169
2013-02-01,85.3044309850175
2013-03-01,85.6869620656678
2013-04-01,86.4520242269684
2013-05-01,87.217086388269
2013-06-01,88.36467963022
2013-07-01,89.8948039528212
2013-08-01,90.6598661141218
2013-09-01,91.0423971947721
2013-10-01,92.189990436723
2013-11-01,92.9550525980236
2013-12-01,91.4249282754224
2014-01-01,90.6598661141218
2014-02-01,91.0423971947721
2014-03-01,91.4249282754224
2014-04-01,92.5725215173733
2014-05-01,93.3375836786739
2014-06-01,94.1026458399745
2014-07-01,96.3978323238763
2014-08-01,96.7803634045266
2014-09-01,96.7803634045266
2014-10-01,96.7803634045266
2014-11-01,96.7803634045266
2014-12-01,96.7803634045266
2015-01-01,97.1628944851769
2015-02-01,96.7803634045266
2015-03-01,97.1628944851769
2015-04-01,97.9279566464775
2015-05-01,98.6930188077781
2015-06-01,99.840612049729
2015-07-01,100.60567421103
2015-08-01,100.98820529168
2015-09-01,101.753267452981
2015-10-01,102.900860694931
2015-11-01,103.283391775582
2015-12-01,102.900860694931
2016-01-01,102.900860694931
2016-02-01,102.135798533631
2016-03-01,102.518329614281
2016-04-01,103.665922856232
2016-05-01,105.196047178833
2016-06-01,105.961109340134
2016-07-01,107.108702582085
2016-08-01,106.343640420784
2016-09-01,105.961109340134
2016-10-01,106.343640420784
2016-11-01,105.961109340134
2016-12-01,105.196047178833
2017-01-01,104.813516098183
2017-02-01,104.813516098183
2017-03-01,105.196047178833
2017-04-01,105.961109340134
2017-05-01,106.343640420784
2017-06-01,107.108702582085
2017-07-01,109.021357985336
2017-08-01,109.021357985336
2017-09-01,109.021357985336
2017-10-01,109.786420146637
2017-11-01,110.168951227287
2017-12-01,109.403889065987
2018-01-01,110.168951227287
2018-02-01,109.786420146637
2018-03-01,109.786420146637
2018-04-01,110.168951227287
2018-05-01,110.551482307938
2018-06-01,111.316544469238
2018-07-01,115.141855275741
2018-08-01,115.141855275741
2018-09-01,115.141855275741
2018-10-01,115.524386356391
2018-11-01,115.524386356391
2018-12-01,115.141855275741
2019-01-01,117.437041759643
2019-02-01,117.437041759643
2019-03-01,118.202103920944
2019-04-01,119.349697162894
2019-05-01,120.114759324195
2019-06-01,120.879821485496
2019-07-01,122.027414727447
2019-08-01,122.409945808097
2019-09-01,123.175007969398
2019-10-01,124.322601211348
2019-11-01,125.470194453299
2019-12-01,126.2352566146
2020-01-01,126.2352566146
2020-02-01,125.470194453299
2020-03-01,124.705132291999
2020-04-01,125.85272553395
2020-05-01,126.2352566146
2020-06-01,127.000318775901
2020-07-01,128.530443098502
2020-08-01,129.295505259802
2020-09-01,130.117858942398
2020-10-01,131.660322977279
2020-11-01,132.101026987245
2020-12-01,130.889090959839
2021-01-01,130.22803494489
2021-02-01,131.109442964822
2021-03-01,131.77049897977
2021-04-01,132.321378992227
2021-05-01,132.872259004685
2021-06-01,134.084195032091
2021-07-01,135.296131059496
2021-08-01,135.516483064479
2021-09-01,135.847011071954
